author,datetime,content,permalink
@RidNgemil,"Sep 30, 2025 · 3:07 AM UTC","Alokasi anggaran MBG yg sangat besar jadi gak masuk akal, kalo sekolah elit gini juga dikasih. Budget per porsi cuma 10 rb. Makanan dr sekolah & jajan anak2nya aja lbh dr itu. Yg ada bakalan bnyk yg mubazir gk kemakan. Kacau bener ya pelaksanaan ini program.",https://nitter.net/RidNgemil/status/1972860952308769275#m
@Angelll2y,"Sep 30, 2025 · 3:07 AM UTC","Aduh pak, kamu ini gak ngerti maksud beliau ya. Itu berarti MBG TIDAK TEPAT SASARAN, dan sy setuju dengan ibu ini bahwa tidak seharusnya MBG diterapkan di Al Izzah.",https://nitter.net/Angelll2y/status/1972860943391666354#m
@liputan6dotcom,"Sep 30, 2025 · 2:08 AM UTC",Wali Murid SDIT Al Izzah Serang Tolak MBG: Kami Bayar SPP dan Uang Masuk Sekolah Sampai Belasan Juta liputan6.com/news/read/61718…,https://nitter.net/liputan6dotcom/status/1972846026232066368#m
@suratannisak,"Sep 30, 2025 · 3:07 AM UTC",Kalo saya boleh usul Pak @prabowo program MBG tetep dilanjutkan kalo ada sesuautu pada anak-anak harus di evaluasi biar anak-anak terpuaskan dengan MBG,https://nitter.net/suratannisak/status/1972860788227690803#m
@RagilSemar,"Sep 30, 2025 · 1:31 AM UTC","Orag ini antara beneran gak punya empati, atau kemampuan komunikasi massa-nya setara Gibran. Ngapa sih musti ngomongin persentase? Tulul, kesannya jadi mengecilkan masalah. liputan6.com/news/read/61713…",https://nitter.net/RagilSemar/status/1972836596971086159#m
@CNNIndonesia,"Sep 30, 2025 · 3:08 AM UTC",VIDEO: Presiden Minta Perketat Standar Dapur Penyedia MBG cnnindonesia.com/tv/20250930…,https://nitter.net/CNNIndonesia/status/1972861094025904443#m
@pamswakarsa_,"Sep 30, 2025 · 3:08 AM UTC",Orang yg ngotot mempertahankan MBG itu penjahat super alias koruptor.,https://nitter.net/pamswakarsa_/status/1972861085855498364#m
@BilingualUnicor,"Sep 30, 2025 · 3:08 AM UTC",No conozco ningún GL hasta la fecha que sea idéntico a la novela. Siempre son adaptaciones para formato de TV,https://nitter.net/BilingualUnicor/status/1972861123943927955#m
@elklemer29,"Sep 30, 2025 · 3:08 AM UTC","Waduh, ini bukan masalah sombong atau bukan. Justru bagus kalo ibu ini bilang anak2 di sekolah mayoritas berada gak perlu MBG, bisa dialihkan ke yg lebih butuh dong.",https://nitter.net/elklemer29/status/1972861185486922072#m
@AbdullahYu76015,"Sep 30, 2025 · 3:09 AM UTC",Jika ad korban keracunan MBG yg sampai meninggal mka pemerintah lah yg hrus bertanggungjawab dan MBG wajib d stop krna mudhorot nya lebih banyak dri Pda manfaat nya korban keracunan kian bertambah bnyak,https://nitter.net/AbdullahYu76015/status/1972861244840538293#m
@Carbaroxabane,"Sep 30, 2025 · 3:12 AM UTC",Maunya Makan MBG,https://nitter.net/Carbaroxabane/status/1972862019230691829#m
@AlistaJedra,"Sep 30, 2025 · 3:12 AM UTC","MBG harusnya dikaji ulang terapkan disekolah 3T Mereka tidak sombong tapi sadar diri MBG untuk anak"" Yg kurang mampu",https://nitter.net/AlistaJedra/status/1972862004789657953#m
@pakwebe,"Sep 29, 2025 · 11:40 AM UTC","Stella Christy: Ini bukti MBG meningkatkan kemampuan matematika dan bahasa inggris. Matematikanya ngitung korban keracunan, bahasa inggrisnya baca berita keracunan dari media luar neheri. Wow, VISIONER🫡🤯",https://nitter.net/pakwebe/status/1972627619851186510#m
@sinar_lampung,"Sep 30, 2025 · 3:11 AM UTC","Diduga Keracunan MBG, 7 Siswa SDN 06 Tulang Bawang Tengah Dilarikan ke RSUD Tubaba sinarlampung.co/2025/09/29/d…",https://nitter.net/sinar_lampung/status/1972861946677661814#m
@yudis_arwanda11,"Sep 30, 2025 · 3:11 AM UTC","SPPG aman dikonsumsi, sudah pasti bersertifikat laik higienis sanitasi berkat ide Prabowo #MakanBergiziGratis",https://nitter.net/yudis_arwanda11/status/1972861943124992055#m
@luisyandra980,"Sep 30, 2025 · 3:11 AM UTC",Setuju dengan adanya arahan dari presiden semoga MBG kedepan ada perbaikan. Senin oleh2 dari internasional 😍😍❤❤ ディズニーランドが超激混みです！！！ あれ？今日木曜日じゃなかったっけ？、、 今シーズン行かれる方は注意して下さい！ #TDR_now #TDL #TDL_now 👍👍,https://nitter.net/luisyandra980/status/1972861938762940826#m
@KabarNetIDD,"Sep 30, 2025 · 3:11 AM UTC","Presiden Prabowo langsung angkat suara usai tiba dari lawatan luar negeri. Soal kasus keracunan massal akibat program Makan Bergizi Gratis, ia menegaskan: ‘Ini masalah besar yang harus segera ditangani.’ 🚨🇮🇩 #Prabowo #MakanBergiziGratis #BeritaTerkini #KeracunanMassal #Presiden",https://nitter.net/KabarNetIDD/status/1972861932433817945#m
@majaw3634,"Sep 30, 2025 · 3:12 AM UTC",MBG ku...,https://nitter.net/majaw3634/status/1972862106304495872#m
@Men_javanese,"Sep 30, 2025 · 3:12 AM UTC",Pokoknya no 1 mangan...hdup MBG 😁🤣,https://nitter.net/Men_javanese/status/1972862072112525668#m
@joyboypart100,"Sep 30, 2025 · 3:12 AM UTC","Dapur mbg di buat dadakan begitu jg pekerja,,3000 porsi pasti keteter dan capek nya luar biasa,,rumah mkn yg dpt pesanan 3000 bks aj,,masak udh pasti jam 2 pagi utk pengantaran jam 10",https://nitter.net/joyboypart100/status/1972862069549715580#m
@anitadhewy,"Sep 27, 2025 · 6:20 AM UTC","Saya bertemu siswa yg keracunan MBG, nakes yg tangani korban, guru yg mendapati makanan basi & terbebani, ortu yg dpt keluhan anak. Suara mrk diabaikan. Tak ada mekanisme feedback & keluhan bg siswa sbg penerima manfaat. Tak ada tindakan thd pengabaian pejabat BGN & pemerintah.",https://nitter.net/anitadhewy/status/1971822308630364631#m
@MurtadhaOne1,"Sep 28, 2025 · 4:20 AM UTC",Dapat info kalo wartawan @CNNIndonesia yang nanya tentang MBG sehingga membuat prabowo terpaksa balik lagi utk menjawab ini👇 akhirnya ID nya dicabut oleh istana Membuat dia tak bisa lagi ngepos di istana,https://nitter.net/MurtadhaOne1/status/1972154306242756716#m
@lismantik,"Sep 30, 2025 · 3:12 AM UTC","Ya karena keluarga (sok) kaya itu punya agenda tertentu, (mungkin) dari golongan tertentu Rakyat kebanyakan pada bersyukur dapat MBG,minimal menghemat uang jajan&bisa menabung/buat keperluan lain, dan bisa kenyang tiap hari sekolah&fokus velajar, jd ga sempat ngonten",https://nitter.net/lismantik/status/1972862201137664132#m
@RakhmadIrawan9,"Sep 30, 2025 · 3:12 AM UTC",Basi banget sih!!! Sama basinya dengan menu MBG,https://nitter.net/RakhmadIrawan9/status/1972862183978750463#m
@BARC3L0NA24,"Sep 30, 2025 · 2:46 AM UTC",Kenapa banyak yang ingin Program Pemerintah MBG dihentikan? Bagi pembemci Pemerintah dan lawan politik terutama kader DPR yang usul dihentikan bisa jadi senjata menjatuhkan Pak Prabowo untuk pilpres 2029 jika MBG berhenti.. Kalian tega banget membunuh harapan rakyat,https://nitter.net/BARC3L0NA24/status/1972855617296683332#m
@damaihatikami,"Sep 30, 2025 · 3:13 AM UTC","Akan kami bentuk tim investigasi Sudah kami anggarkan untuk tim ini, 6T Mohon maaf Bismillah jubir MBG",https://nitter.net/damaihatikami/status/1972862245060386930#m
@ANTARABengkulu,"Sep 30, 2025 · 3:13 AM UTC",Presiden RI Prabowo Subianto menegaskan Makan Bergizi Gratis (MBG) telah menjangkau hampir 30 juta penerima manfaat dan pihaknya akan terus membenahi berbagai kekurangan dari program tersebut bengkulu.antaranews.com/beri…,https://nitter.net/ANTARABengkulu/status/1972862388228829352#m
@kompascom,"Sep 27, 2025 · 9:10 AM UTC",Roti isi sosis untuk program Makan Bergizi Gratis (MBG) di Lampung Timur ditemukan telah berlendir dan berbau tak sedap. Kondisi ini yang diduga menjadi penyebab puluhan siswa di sana keracunan. Sebanyak 35 siswa dari lima sekolah di kabupaten tersebut harus dibawa ke rumah sakit setelah keracunan pada Jumat (26/9/2025). Klik untuk baca: regional.kompas.com/read/202… < #mbg #lampungtimur,https://nitter.net/kompascom/status/1971865123016069140#m
@kozirama,"Sep 29, 2025 · 10:25 PM UTC",MBG Pizza Party,https://nitter.net/kozirama/status/1972789769370509759#m
@agu_dony,"Sep 30, 2025 · 3:14 AM UTC",Pemerintah tutup dapur MBG yang sebabkan keracunan antaranews.com/berita/513949…,https://nitter.net/agu_dony/status/1972862464191873377#m
@BiLLRaY2019,"Sep 28, 2025 · 1:56 PM UTC","Daripada jadi beban negara, mending cicipi MBG sebelum dibagikan ke siswa...🤣",https://nitter.net/BiLLRaY2019/status/1972299283690107362#m
@infoAstronomy,"Sep 29, 2025 · 8:04 AM UTC","Yuk ikut antre ambil MBG, alias Mari Belajar (Astronomi) GRATIS! ✨ Tenang, materi belajarnya dimasak dengan matang, dijamin kamu nggak keracunan. Kelasnya beneran bergizi dan beneran gratis. Ada materi apa aja? 🧵",https://nitter.net/infoAstronomy/status/1972573089591611837#m
@hang_man90,"Sep 30, 2025 · 2:13 AM UTC","Tolol, concern-nya bukan soal kesombongan. Nih ibu pasti khawatir anaknya dijejelin racun hasil sunat2 anggaran padahal dia bisa ngasih makan yg proper. Gw juga ogah kali anak gw dikasi MBG.",https://nitter.net/hang_man90/status/1972847230882349344#m
@Heraloebss,"Sep 30, 2025 · 1:20 AM UTC","Makan Bergizi Gratis (MBG) adalah program mulia yang bertujuan memastikan setiap anak mendapatkan asupan gizi yang cukup untuk tumbuh sehat dan cerdas. Program ini bukan hanya soal makanan, tapi juga tentang masa depan generasi bangsa yang lebih kuat dan berkualitas. MBG harus terus dilanjutkan dengan komitmen penuh, tanpa terjebak dalam politisasi yang dapat mengaburkan tujuan mulianya. Mari kita dukung MBG sebagai wujud kepedulian bersama, menjaga fokus pada kesejahteraan anak-anak Indonesia.",https://nitter.net/Heraloebss/status/1972833997068857351#m
@muhammadiyah,"Sep 30, 2025 · 2:07 AM UTC","Isu Minyak Babi di Food Tray MBG, Badan Gizi Nasional Libatkan Majelis Tarjih muhammadiyah.or.id/2025/09/i… #Muhammadiyah",https://nitter.net/muhammadiyah/status/1972845709235015918#m
@jeonssigurl,"Sep 30, 2025 · 3:14 AM UTC","Itu MBG emang udah terpenuhi gizinya? Keamanannya? Kebersihannya? Kalo itu semua sudah tepenuhi, terus orang mampu menolak dan merendahkan MBG ya okelah dibilang ""pilih pilih"". Kenyataannya? Logikanya dipake lagi, makan makanan bergizi",https://nitter.net/jeonssigurl/status/1972862524774400083#m
@DragonDeez132,"Sep 30, 2025 · 3:14 AM UTC","@grok berapa persen kekurangan atau kesalahan dalam MBG jika berdasarkan informasi yang ada? jika siswa keracunan termasuk dalam kesalahan tersebut, mohon ikut sertakan",https://nitter.net/DragonDeez132/status/1972862520286470213#m
@Subur0204,"Sep 30, 2025 · 3:14 AM UTC",MBG menunya Sandwich,https://nitter.net/Subur0204/status/1972862570907480324#m
@dwicitraanggra,"Sep 30, 2025 · 3:14 AM UTC","program MBG mantul banget, banyak yg dapet kerjaan! Sip Pak Prabowo",https://nitter.net/dwicitraanggra/status/1972862568437022905#m
@findforyouuuuu,"Sep 30, 2025 · 3:14 AM UTC",MBG ku kemarin,https://nitter.net/findforyouuuuu/status/1972862560535007423#m
@Giselajorosa,"Sep 30, 2025 · 3:14 AM UTC",wah bangganya! Program MBG menggerakkan ekonomi banget,https://nitter.net/Giselajorosa/status/1972862621209780459#m
@penjagaharapan,"Sep 30, 2025 · 3:14 AM UTC",Badan Gizi Nasional (BGN) mengambil langkah tegas untuk menjamin keamanan pangan dalam pelaksanaan program Makan Bergizi Gratis (MBG). Dapur-dapur mitra yang terlibat akan menghadapi pengawasan yang jauh lebih ketat. #BGN #MBG #Verifikasi #Inspeksi #NanikDeyang #KeamananPangan,https://nitter.net/penjagaharapan/status/1972862615941742951#m
@Cindy_Waratin,"Sep 30, 2025 · 3:14 AM UTC","Es imposible que no cambien nada de la novela, por eso es una adaptación. Lo que dijeron es que no hay cambios que modifiquen la historia o a los personajes, pero obviamente van a cambiar algunas escenas o detalles, añadirán lo que sea necesario. El libro tal cual es imposible de reproducir exactamente igual porque es una novela muy introspectiva donde la mayor parte del tiempo estas leyendo los pensamientos de los personajes.",https://nitter.net/Cindy_Waratin/status/1972862608983093508#m
@sinar_lampung,"Sep 30, 2025 · 3:14 AM UTC","Diduga Keracunan MBG, Siswa SDN 06 Tulang Bawang Tengah Dilarikan Ke Rumah Sakit sinarlampung.co/2025/09/29/d…",https://nitter.net/sinar_lampung/status/1972862608689766896#m
@KemenperinRI,"Sep 29, 2025 · 9:11 AM UTC",Oh di China ada MBG juga?,https://nitter.net/KemenperinRI/status/1972589928338141594#m
@DragonDeez132,"Sep 30, 2025 · 3:14 AM UTC","@grok berapa persen kekurangan atau kesalahan dalam MBG jika berdasarkan informasi yang ada? jika siswa keracunan termasuk dalam kesalahan tersebut, mohon ikut sertakan",https://nitter.net/DragonDeez132/status/1972862641464062098#m
@saputro_vino2,"Sep 30, 2025 · 3:17 AM UTC",program MBG top! Banyak yg kerja gara-gara ini. Mantap pak prabowo,https://nitter.net/saputro_vino2/status/1972863377493111213#m
@kompascom,"Sep 30, 2025 · 3:17 AM UTC",Setiap sekolah penerima manfaat MBG diwajibkan menunjuk 1 sampai 3 orang guru sebagai penanggung jawab distribusi MBG. Setiap guru PIC akan menerima insentif sebesar Rp 100.000 per hari penugasan. Baca di sini: nasional.kompas.com/read/202… / #Guru #MakanBergiziGratis,https://nitter.net/kompascom/status/1972863377220538753#m
@MCAOps,"Sep 29, 2025 · 11:57 PM UTC",MBG,https://nitter.net/MCAOps/status/1972813000072683848#m
@mayatrianatw,"Sep 30, 2025 · 3:17 AM UTC","mbg top banget, banyak org dpt kerja krn program ini. Salut Pak Prabowo",https://nitter.net/mayatrianatw/status/1972863372078284934#m
@Julay_87_,"Sep 30, 2025 · 3:17 AM UTC","Saya sebagai guru menilai program MBG kurang pas untuk memajukan pendidikan.. Lebih baik membuat jembatan agar anak bisa bersekolah, fasilitas sekolah lebih diperbaiki.. Lebih bermanfaat dan hasilnya jangka panjang",https://nitter.net/Julay_87_/status/1972863358904000859#m
@CitraMelatiJ,"Sep 30, 2025 · 3:17 AM UTC",mbg bantu banyak org dpt kerja! Mantap kali pak Prabowo,https://nitter.net/CitraMelatiJ/status/1972863342785286411#m
@jazcokelat,"Sep 30, 2025 · 3:17 AM UTC","Masalahnya anak saya suka nangis dan g mau ikut belajar klo yg lain d kasih dia ngga.. jadi bingung gurunya 😏 skrg di grup WA sekolah, istri saya lagi bikin ajakan ke mamah2 lain untuk menolak MBG.. sudah 50% orang tua sepakat menolak MBG..",https://nitter.net/jazcokelat/status/1972863329036316887#m
@just_hanyay,"Sep 30, 2025 · 3:17 AM UTC",Pemerintah tutup dapur MBG yang sebabkan keracunan antaranews.com/berita/513949…,https://nitter.net/just_hanyay/status/1972863256567181495#m
@yvputriayu,"Sep 30, 2025 · 3:17 AM UTC",kereeen! Program MBG bawa berkah. Good job Pak Pra,https://nitter.net/yvputriayu/status/1972863427707330828#m
@farhanaptrayu,"Sep 30, 2025 · 3:17 AM UTC",berkahnya MBG hadirkan lapangan kerja baru. Sukses terus Pak Prabowo,https://nitter.net/farhanaptrayu/status/1972863422028296368#m
@Harian_Pilar,"Sep 30, 2025 · 3:17 AM UTC",Keselamatan Siswa Harus Jadi Prioritas dalam MBG harianpilar.com/2025/09/30/k… Ikuti Juga Berita - Berita Harian Pilar di : Ig : instagram.com/harianpilar_of… Twiter : nitter.net/Harian_Pilar Facebook : facebook.com/profile.php?id=… Tiktok : tiktok.com/@harianpilaroffic…,https://nitter.net/Harian_Pilar/status/1972863417406148924#m
@Harian_Pilar,"Sep 30, 2025 · 3:17 AM UTC","Anggota Komisi V DPRD Provinsi Lampung sekaligus Sekretaris Fraksi PKS, Syukron Muchtar, menyampaikan keprihatinan mendalam atas kasus keracunan massal yang dialami ratusan siswa akibat Program Makan Bergizi Gratis (MBG) di Lampung.",https://nitter.net/Harian_Pilar/status/1972863414897893601#m
@ccaffogato,"Sep 30, 2025 · 3:17 AM UTC",orang yang mempertahankan mbg tanpa evaluasi padahal sudah banyak kasus yang merugikan bahkan membuat sakit orang lain itu sakit jiwa,https://nitter.net/ccaffogato/status/1972863391149810124#m
@helenayumhrn1,"Sep 30, 2025 · 3:17 AM UTC",mantul! Program MBG tambah lowongan. Terima kasih pak Prabowo,https://nitter.net/helenayumhrn1/status/1972863460502634569#m
@bilqispuspaaan,"Sep 30, 2025 · 3:17 AM UTC","alhamdulillah, job opppor? Thanks to MBG! Luv u pak Prabowo",https://nitter.net/bilqispuspaaan/status/1972863454320202187#m
@penrem071_wk,"Sep 30, 2025 · 3:17 AM UTC","Dandim 0712 Tegal Laksanakan Pengecekan Dapur MBG SPPG di Slawi Tegal – Komandan Kodim 0712/Tegal Letkol Inf Rachmat Ferdiantono, S.H., M.Han., melaksanakan kegiatan monitoring dapur Makan Bergizi Gratis (MBG) yang dikelola Satuan Pelayanan Pemenuhan Gizi (SPPG) Slawi.",https://nitter.net/penrem071_wk/status/1972863438339915908#m
@nandaayuwij,"Sep 30, 2025 · 3:17 AM UTC","mbg mengubah hidup! Penuh syukur, thanks to Pak Prabowo",https://nitter.net/nandaayuwij/status/1972863436939051356#m
@PG_Kla_10,"Sep 30, 2025 · 3:18 AM UTC",Adalah hak warga negara utk menuntut sesuatu yg merugikan. Stop program MBG!!,https://nitter.net/PG_Kla_10/status/1972863528668434604#m
@maz_kloneng,"Sep 29, 2025 · 5:31 AM UTC",Pejamban mulut bau gorong2 otak proyek ngeretin duit negara lwt proyek mbg ngeracunin anak2 itu keturunan dajjal‼️,https://nitter.net/maz_kloneng/status/1972534640931131458#m
@linamelatirama,"Sep 30, 2025 · 3:18 AM UTC","ajaib, program MBG menolong banyak orang. Good job Pak Prabowo",https://nitter.net/linamelatirama/status/1972863500780540363#m
@FunJunkies,"Sep 28, 2025 · 4:17 AM UTC",Sekolah SPP 2 juta per bulan dipaksa ikut MBG 🤣🤣🤣,https://nitter.net/FunJunkies/status/1972153720575345012#m
@dafinaputriksm,"Sep 30, 2025 · 3:18 AM UTC","wah syukurlah, MBG ciptain peluang kerja! Hebat pak Prabowo",https://nitter.net/dafinaputriksm/status/1972863574856093958#m
@txtorangjualan,"Sep 30, 2025 · 3:18 AM UTC",s.shopee.co.id/50Q4HJ39j4 kasih lunch box Buat angkut sisa mbg kalau ga habis😅,https://nitter.net/txtorangjualan/status/1972863571798483180#m
@OposisiCerdas,"Sep 30, 2025 · 3:18 AM UTC","Viral! Murid di Cirebon Tiba-Tiba Mual Saat Cium Semangka dari Menu MBG, ini Penjelasan SPPG oposisicerdas.com/2025/09/vi…",https://nitter.net/OposisiCerdas/status/1972863543814111681#m
@EsbuahRedaksi,"Sep 30, 2025 · 3:18 AM UTC",Ribuan Siswa Keracunan Massal di Bandung Barat! Program Makan Bergizi Gratis Jadi Sorotan esbuah.id/nasional/229165941… #kasuskeracunanmassal #MBG #BGNTutupDapurBermasalah #KabupatenBandungBarat,https://nitter.net/EsbuahRedaksi/status/1972863616052531260#m
@sinar_lampung,"Sep 30, 2025 · 3:18 AM UTC","Kata Ketua Komisi I DPRD Tubaba soal Kasus Keracunan MBG: Dari Awal Sudah Ragu, Dapur Tak Layak, Menu Tak Sesuai Pagu sinarlampung.co/2025/09/29/k…",https://nitter.net/sinar_lampung/status/1972863591310319802#m
@lantip,"Sep 29, 2025 · 10:33 AM UTC","sebentar pak. dari berita 9 jam lalu, jumlah korban itu 8649 anak. kalau 8000 anak itu adalah 0,00017 persen, jadi penerima MBG itu sekitar 4 milyar anak lebih? ini apa ya yg dibilang buk setela bahwa program mbg bisa meningkatkan kemampuan matematika...",https://nitter.net/lantip/status/1972610578733765076#m
@divalestari330,"Sep 30, 2025 · 3:18 AM UTC",Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045 #KawalMBG #IndonesiaEmas2045 #ManfaatMBG #DukungMBG,https://nitter.net/divalestari330/status/1972863677687832982#m
@Isyaapertiwi,"Sep 30, 2025 · 3:18 AM UTC","bersyukur banyak yg kerja krn MBG, mantap Pak Prabowo",https://nitter.net/Isyaapertiwi/status/1972863676312146114#m
@kikiadnankarim,"Sep 30, 2025 · 3:19 AM UTC",Sebelumnya ribut orang Minang harus jadi pemimpin Indon. Sebelumnya ribut Indonesia harus berdasarkan hukum agama Islam setelah kejadian 17+8 dan Ferry CS serta MBG. 😅,https://nitter.net/kikiadnankarim/status/1972863771933876240#m
@divalestari330,"Sep 30, 2025 · 3:19 AM UTC",Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045 #KawalMBG #IndonesiaEmas2045 #ManfaatMBG #DukungMBG,https://nitter.net/divalestari330/status/1972863890678796691#m
@dimas_satura,"Sep 30, 2025 · 3:19 AM UTC","Presiden Prabowo menegaskan, semua Satuan Pelayanan Pemenuhan Gizi (SPPG) harus dilengkapi alat-alat cuci ultraviolet untuk membersihkan ompreng MBG.",https://nitter.net/dimas_satura/status/1972863947402629165#m
@dimas_satura,"Sep 30, 2025 · 3:19 AM UTC","Liputan6.com, Jakarta - Presiden Prabowo Subaianto memperketat standarisasi kebersihan dan keamanan dalam pelaksanaan program Makan Bergizi Gratis (MBG) untuk mencegah kasus keracunan terulang.",https://nitter.net/dimas_satura/status/1972863945318056338#m
@dimas_satura,"Sep 30, 2025 · 3:19 AM UTC","Cegah Kasus Keracunan MBG, Prabowo Tetapkan Standarisasi Kebersihan SPPG",https://nitter.net/dimas_satura/status/1972863943250198775#m
@MahadewaDharne,"Sep 30, 2025 · 3:19 AM UTC","Program ""terbaik "" yg pernah ada dinegri tercinta dgn hasil yg sangat ""baik "" 🙃 Saking bagus dan baiknya Program MBG ,mengakibatkan keracunan pada anak2 sekolah, Luar biasa MBG Yang Mulya Bapak Presiden ini?? Yg diuntungkan siapa ya ?? Mau lanjut terus ,dg istilah evaluasi ;",https://nitter.net/MahadewaDharne/status/1972863962229399906#m
@dimas_satura,"Sep 30, 2025 · 3:19 AM UTC","Dia menuturkan hingga kini MBG sudah disalurkan untuk 30 juta penerima manfaat, mulai dari anak-anak hingga ibu hamil. Prabowo mengakui masih ada kekurangan dan kasus keracunan dalam program MBG, namun jumlahya kecil.",https://nitter.net/dimas_satura/status/1972863957112414700#m
@ElvianaRizkiaa,"Sep 30, 2025 · 3:19 AM UTC",wow! Program MBG bikin lapangan kerja melejit. Gaspol pak Prabowo,https://nitter.net/ElvianaRizkiaa/status/1972863955954737235#m
@sinar_lampung,"Sep 30, 2025 · 3:19 AM UTC",Pihak Dapur MBG Minta Maaf dan Siap Evaluasi Total Usai Insiden SDN 06 Tulang Bawang Tengah sinarlampung.co/2025/09/29/p…,https://nitter.net/sinar_lampung/status/1972863952167252162#m
@geloraco,"Sep 29, 2025 · 5:33 PM UTC","Prabowo Sebut Kasus Keracunan MBG 0,0017 Persen, Dokter Tan: Nyawa Manusia Jangan Dianggap Statistik gelora.co/2025/09/prabowo-se…",https://nitter.net/geloraco/status/1972716295696388341#m
@detikcom,"Sep 30, 2025 · 3:04 AM UTC",Kasus keracunan di program Makanan Bergizi Gratis (MBG) sebenarnya dapat dicegah dengan menggunakan teknologi yang solutif. Ini dia beberapa usulannya! inet.detik.com/cyberlife/d-8…,https://nitter.net/detikcom/status/1972859948645433801#m
@sugiwa,"Sep 30, 2025 · 3:20 AM UTC","Knp jadi org miskin gak boleh makan sama org kaya? Duh, mesti banyak makan MBG bos biar pinter dan kaya.",https://nitter.net/sugiwa/status/1972864047134700011#m
@awinadr,"Sep 30, 2025 · 3:20 AM UTC","Ayo pak makan menu mbg nya. Tapi yang sama kayak yang di distribusikan ya, jangan yang disiapin khusus🌝",https://nitter.net/awinadr/status/1972864105661989325#m
@beautydyah,"Sep 30, 2025 · 3:20 AM UTC",Pak @prabowo. Sebenarnya program MBG itu untuk siswa sekolah yang mana?,https://nitter.net/beautydyah/status/1972864091502129440#m
@dellaannissaa,"Sep 30, 2025 · 3:20 AM UTC","Perbaikan kualitas MBG hari ini adalah investasi jangka panjang untuk mencetak generasi sehat, cerdas, dan tangguh. Bukan sekadar makan, tapi memastikan masa depan anak Indonesia lebih cerah. #MBG #MBGKalteng #IndonesiaSehat #GenerasiEmas",https://nitter.net/dellaannissaa/status/1972864089220366618#m
@syafrialusman,"Sep 30, 2025 · 3:20 AM UTC","Sekolah anak saya di SDN Dadap 4, kab Tangerang gak ngerasain MBG pdhl dkt jakarta",https://nitter.net/syafrialusman/status/1972864081997836325#m
@Dyasvi_anti,"Sep 30, 2025 · 3:20 AM UTC","Bukan itu substansinyaaaaaa! MBG nya kaga tepat sasaran! Buang2 duid 1 T kalo salah sasaran, gimana sih???",https://nitter.net/Dyasvi_anti/status/1972864079170781373#m
@weniTriMaharani,"Sep 30, 2025 · 3:20 AM UTC",thanks to MBG banyak yang terbantu dapat kerja! Keren Pak Prabowo,https://nitter.net/weniTriMaharani/status/1972864135038963961#m
@RizkiHidayataaa,"Sep 30, 2025 · 3:20 AM UTC","job creator banget ini MBG, salut bgt buat pak Prabowo",https://nitter.net/RizkiHidayataaa/status/1972864119880732932#m
@KangSemproel,"Sep 29, 2025 · 3:16 AM UTC",Gila.... Cuma 18% yang keserap 82 persen sisanya keselip dan bocor. Entah dimana 🙄 Makanya... para pelaksana MBG yg cowo harus pakai CD GTMan... karena CD GTMan yang Anti Selip.... Dan yang cewe harus pakai yang ada sayapnya... supaya anggaran ga bocor ke samping 😁,https://nitter.net/KangSemproel/status/1972500711394136308#m
@EdwardSevino,"Sep 30, 2025 · 3:20 AM UTC","Makan siang gratis, pilih wapres beler... 😁",https://nitter.net/EdwardSevino/status/1972864184963739666#m
@jalunoeradi,"Sep 29, 2025 · 4:23 AM UTC",MBG libur sehari aja udah bisa ikut SEA Games 120x,https://nitter.net/jalunoeradi/status/1972517623364772263#m
@FariF11737945,"Sep 30, 2025 · 3:25 AM UTC","Sekolah anak saya DIANCAM agar mau terima MBG, padahal dari awal sudah jelas menolak karena ini sekolah full day dan sudah ada makan siangnya sendiri.. PROGRAM BAHLUL!",https://nitter.net/FariF11737945/status/1972865358622306350#m
@DanarC42147,"Sep 30, 2025 · 3:25 AM UTC","alhamdulillah dapat MBG, semoga gak keracunan 😄🤣",https://nitter.net/DanarC42147/status/1972865344281948257#m
@wulandaritray,"Sep 30, 2025 · 3:25 AM UTC","alhamdulillah, dri MBG kerjaan jd bnyk. Luar biasa pak Prabowo",https://nitter.net/wulandaritray/status/1972865326200283332#m
@NasQorni,"Sep 30, 2025 · 3:25 AM UTC","Wahai pak presiden prabowo yang terhormat, sudah hentikan saja program MBG nya karena sangat tidak baik dan cuma menghamburkan uang negara dan kasihan anak² dan orang tuanya 🙄",https://nitter.net/NasQorni/status/1972865294403240156#m
@puspitaalstrii9,"Sep 30, 2025 · 3:25 AM UTC","salut, berkat MBG banyak warga terserap kerja. Terima kasih prabowo",https://nitter.net/puspitaalstrii9/status/1972865289537949827#m
